index,cleaned,document_link,abstract,all_authors,pdf_path,title,publisher,year_published,volume,date_uploaded,keywords,start,end,,,,,,,,,
362,,http://lenr-canr.org/acrobat/BiberianJPjcondensedh.pdf,Experiments and Methods in Cold Fusion,"Biberian, J. P.",BiberianJPjcondensedh.pdf,J. Condensed Matter Nucl. Sci.,,"2,012",9,2012-09-21,,,,,,,,,,,,
363,,http://lenr-canr.org/acrobat/BiberianJPcommentsre.pdf,"The paper, ""Cold Fusion from a Chemist?s Point of View,"" is divided in two parts. In the first part, Storms explains the difference between hot fusion and cold fusion. The mechanisms of hot fusion and cold fusion cannot be the same. For example, in fractofusion the mechanism is identical to hot fusion (it is not LENR), and the reaction products are the same as those of hot fusion. Cold fusion operates under a different mechanism. Storms assumes that hot fusion operates under the basic laws of thermodynamics which explain the data observed. On the other hand, cold fusion operates under the laws of statistics. This is the explanation of the different behaviors between hot and cold fusion. . . .","Biberian, J. P.",BiberianJPcommentsre.pdf,Comments Regarding the Storms Paper,Infinite Energy,"2,013",,2015-01-14,"theory, critique",,,,,,,,,,,
364,,http://lenr-canr.org/acrobat/BiberianJPjcondensedi.pdf,"Experiments and Methods in Cold FusionProceedings of the ICCF 16 Conference, February 6?11, 2011, Chennai, India","Biberian, J. P.",BiberianJPjcondensedi.pdf,J. Condensed Matter Nucl. Sci.,,"2,013",10,2014-01-24,,,,,,,,,,,,
365,,http://lenr-canr.org/acrobat/BiberianJPjcondensedj.pdf,Experiments and Methods in Cold Fusion,"Biberian, J. P.",BiberianJPjcondensedj.pdf,J. Condensed Matter Nucl. Sci.,,"2,013",11,2013-04-23,,,,,,,,,,,,
366,,http://lenr-canr.org/acrobat/BiberianJPjcondensedk.pdf,Experiments and Methods in Cold Fusion,"Biberian, J. P.",BiberianJPjcondensedk.pdf,J. Condensed Matter Nucl. Sci.,,"2,013",12,2013-12-03,,,,,,,,,,,,
367,,http://lenr-canr.org/acrobat/BiberianJPjcondensedl.pdf,"Experiments and Methods in Cold FusionProceedings of the ICCF 17 Conference,  August 12?17, 2012, Daejeon, Korea","Biberian, J. P.",BiberianJPjcondensedl.pdf,J. Condensed Matter Nucl. Sci.,,"2,014",13,2014-10-27,,,,,,,,,,,,
368,,http://lenr-canr.org/acrobat/BiberianJPcoldfusiona.pdf,"This paper is a review of the work I have performed on the subject of Cold Fusion alone or in cooperation with other scientists. It covers a number of fields like solid-state electrolytes, electrolysis, gas diffusion. The experiments described below are the one having given positive results. However, many other attempts have failed.","Biberian, J. P.",BiberianJPcoldfusiona.pdf,Cold Fusion,J. Condensed Matter Nucl. Sci.,"2,014",13,2012-08-29,"Solid-State, electrochemistry, deuterium diffusion, plasma electrolysis.",,,,,,,,,,,
369,,http://lenr-canr.org/acrobat/BiberianJPpossiblero.pdf,"The mechanism of the Fleischmann-Pons effect is not yet fully understood. It appears that in many occasions an oxide layer, or an insulating one covers the surface of the active material. In this paper we list a number of experiments displaying such a situation, and suggest possible role of these layers.","Biberian, J. P.; Parchamazad, I.; Miles, M.",BiberianJPpossiblero.pdf,Possible Role of Oxides in the Fleischmann-Pons Effect,J. Condensed Matter Nucl. Sci.,"2,014",13,2012-08-07,excess heat,,,,,,,,,,,
370,,http://lenr-canr.org/acrobat/BiberianJPjcondensedm.pdf,Experiments and Methods in Cold Fusion,"Biberian, J. P.",BiberianJPjcondensedm.pdf,J. Condensed Matter Nucl. Sci.,,"2,014",14,2014-11-05,,,,,,,,,,,,
371,,http://lenr-canr.org/acrobat/BiberianJPjcondensedn.pdf,"Experiments and Methods in Cold FusionProceedings of the ICCF18 Conference, July 21?27, 2013, University of Missouri, Columbia, Missouri, U.S.A.","Biberian, J. P.",BiberianJPjcondensedn.pdf,J. Condensed Matter Nucl. Sci.,,"2,015",15,2018-01-18,,,,,,,,,,,,
372,,http://lenr-canr.org/acrobat/BiberianJPjcondensedn.pdf#page=197,"We have performed a plasma electrolysis experiment for the first time at a pressure of 5 x 10^5 Pa in a specially designed calorimeter. The cathode was a 2 mm tungsten rod, and the anode was a stainless-steel foil. The electrolyte was 0.6 mol K2CO3 in light water. In one instance, we observed excess heat of 20 W for 90 min.","Biberian, J. P.; Valat, M.; Sigaut, W.; Clauzon, P.; Fauvarque, J.",BiberianJPjcondensedn.pdf,Pressurized Plasma Electrolysis Experiments,J. Condensed Matter Nucl. Sci.,"2,015",15,2018-01-18,"Cold fusion, Electrolysis, High pressure, Plasma",197,201,,,,,,,,,
373,,http://lenr-canr.org/acrobat/BiberianJPjcondensedo.pdf#page=5,"I met John Bockris only once, in 2003, during the ICCF 10 conference in Boston. . . .","Biberian, J. P.",BiberianJPjcondensedo.pdf,Preface,J. Condensed Matter Nucl. Sci.,"2,015",16,2015-06-12,,5,5,,,,,,,,,
374,,http://lenr-canr.org/acrobat/BiberianJPjcondensedo.pdf,Experiments and Methods in Cold Fusion,"Biberian, J. P.",BiberianJPjcondensedo.pdf,J. Condensed Matter Nucl. Sci.,,"2,015",16,2015-06-12,,,,,,,,,,,,
375,,http://lenr-canr.org/acrobat/BiberianJPjcondensedp.pdf,Experiments and Methods in Cold Fusion,"Biberian, J. P.",BiberianJPjcondensedp.pdf,J. Condensed Matter Nucl. Sci.,,"2,015",17,2015-09-29,,,,,,,,,,,,
376,,http://lenr-canr.org/acrobat/BiberianJPjcondensedq.pdf,Experiments and Methods in Cold Fusion,"Biberian, J. P.",BiberianJPjcondensedq.pdf,J. Condensed Matter Nucl. Sci.,,"2,015",18,2016-02-04,,,,,,,,,,,,
377,,https://www.jstor.org/stable/24216619?casa_token=lu7LrYDkNTcAAAAA%3AfBmiF3MImL7KFzCExVrk6npsmKdZ7woToGLxcZLI-SXbdfaVyutF_AsVqyY_2VmupMaP9gl-4eHRiuYZlNW3gBZ3Jw0_164ArA5EdfObaeRYKiMWnfpL,,"Biberian, J. P.",Biological transmutations.pdf,Biological transmutations,Curr. Sci.,"2,015",108,,"Biological transmutations, cold fusion, low energy nuclear reactions",,,,,,,,,,,
378,,http://lenr-canr.org/acrobat/BiberianJPjcondensedr.pdf,"Experiments and Methods in Cold FusionProceedings of the ICCF 19 Conference, April 13?17, 2015, Padua, Italy","Biberian, J. P.",BiberianJPjcondensedr.pdf,J. Condensed Matter Nucl. Sci.,,"2,016",19,2016-12-19,,,,,,,,,,,,
379,,http://lenr-canr.org/acrobat/BiberianJPjcondenseds.pdf,Experiments and Methods in Cold Fusion,"Biberian, J. P.",BiberianJPjcondenseds.pdf,J. Condensed Matter Nucl. Sci.,,"2,016",20,2016-10-19,,,,,,,,,,,,
380,,http://lenr-canr.org/acrobat/BiberianJPjcondensedt.pdf,Experiments and Methods in Cold Fusion,"Biberian, J. P.",BiberianJPjcondensedt.pdf,J. Condensed Matter Nucl. Sci.,,"2,016",21,2016-11-16,,,,,,,,,,,,
381,,http://lenr-canr.org/acrobat/BiberianJPjcondensedt.pdf#page=6,"Georges Lonchampt was one of the few French researchers who, from day one, worked on Cold Fusion. He started performing his own experiments, and later worked with Martin Fleischmann and Stanley Pons. He successfully reproduced the two scientists? original experiment, and was the only one able to successfully replicate the boil-off experiment.","Biberian, J. P.",BiberianJPjcondensedt.pdf,A Tribute to Georges Lonchampt,J. Condensed Matter Nucl. Sci.,"2,016",21,2016-11-16,"Boil-off, Cold fusion, Electrolysis, Lonchampt, Solid state electrolyte",6,11,,,,,,,,,
382,,http://lenr-canr.org/acrobat/BiberianJPjcondensedu.pdf,Experiments and Methods in Cold Fusion,"Biberian, J. P.",BiberianJPjcondensedu.pdf,J. Condensed Matter Nucl. Sci.,,"2,017",22,2017-02-06,,,,,,,,,,,,
383,,http://lenr-canr.org/acrobat/BiberianJPjcondensedv.pdf,Experiments and Methods in Cold Fusion,"Biberian, J. P.",BiberianJPjcondensedv.pdf,J. Condensed Matter Nucl. Sci.,,"2,017",23,2017-05-22,,,,,,,,,,,,
384,,http://lenr-canr.org/acrobat/BiberianJPjcondensedw.pdf,"Experiments and Methods in Cold Fusion.Proceedings of the 20th International Conference on Condensed Matter Nuclear Science, Sendai, Japan, October 02?07, 2016","Biberian, J. P.",BiberianJPjcondensedw.pdf,J. Condensed Matter Nucl. Sci.,,"2,017",24,2017-10-19,,,,,,,,,,,,
385,,http://lenr-canr.org/acrobat/BiberianJPjcondensedx.pdf,Experiments and Methods in Cold Fusion,"Biberian, J. P.",BiberianJPjcondensedx.pdf,J. Condensed Matter Nucl. Sci.,,"2,017",25,2018-09-03,,,,,,,,,,,,
386,,http://lenr-canr.org/acrobat/BiberianJPjcondensedy.pdf,"Experiments and Methods in Cold FusionProceedings of the Proceedings of the 12th International Workshop on Anomalies in Hydrogen Loaded Metals, Asti, Italy, June 5?9, 2017","Biberian, J. P.",BiberianJPjcondensedy.pdf,J. Condensed Matter Nucl. Sci.,,"2,018",26,2018-08-29,,,,,,,,,,,,
387,,http://lenr-canr.org/acrobat/BiberianJPjcondensedz.pdf,Experiments and Methods in Cold Fusion,"Biberian, J. P.",BiberianJPjcondensedz.pdf,J. Condensed Matter Nucl. Sci.,,"2,018",27,2018-11-06,,,,,,,,,,,,
388,,http://lenr-canr.org/acrobat/BiberianJPjcondensedza.pdf,Experiments and Methods in Cold Fusion,"Biberian, J. P.",BiberianJPjcondensedza.pdf,J. Condensed Matter Nucl. Sci.,,"2,019",28,2019-02-04,,,,,,,,,,,,
389,,http://lenr-canr.org/acrobat/BiberianJPjcondensedza.pdf#page=27,"For nearly 20 years, with many collaborators, I have studied biological transmutations, measuring the contents of seeds, bacteria, embryo cells and algae, before and after their growth. I have measured variations in their mineral composition indicating that it is very likely that transmutations occur in living systems.","Biberian, J. P.",BiberianJPjcondensedza.pdf,Biological Transmutations,J. Condensed Matter Nucl. Sci.,"2,019",28,2019-02-04,"Biological transmutations, Cold fusion, ICP, Kervran, Transmutations",27,33,,,,,,,,,
390,,http://lenr-canr.org/acrobat/BiberianJPjcondensedzb.pdf#page=220,"This paper demonstrates that during cold fusion experiments by electrolysis of heavy water with palladium cathodes, there is production of silver. By Secondary Ion Mass Spectroscopy, it is shown that silver detected is not due to contamination, but probably to transmutation of palladium by absorption of a deuterium nucleus, because only the 107Ag-isotope is present, and not 109Ag, as in natural silver. Another important result of this study is the determination of the depth at which the reaction occurs: 1.3 microm below the cathode surface.","Biberian, J. P.",BiberianJPjcondensedzb.pdf,Anomalous Isotopic Distribution of Silver in a Palladium Cathode,J. Condensed Matter Nucl. Sci.,"2,019",29,2020-07-30,"Electrochemistry, Isotopes, Palladium, Silver, Transmutation",220,227,,,,,,,,,
391,,http://lenr-canr.org/acrobat/BiberianJPjcondensedzb.pdf,Experiments and Methods in Cold Fusion,"Biberian, J. P.",BiberianJPjcondensedzb.pdf,J. Condensed Matter Nucl. Sci.,,"2,019",29,2020-07-30,,,,,,,,,,,,
392,,http://lenr-canr.org/acrobat/BiberianJPjcondensedzc.pdf,Experiments and Methods in Cold Fusion,"Biberian, J. P.",BiberianJPjcondensedzc.pdf,J. Condensed Matter Nucl. Sci.,,"2,020",30,2020-01-09,,,,,,,,,,,,
